PM_ID,Title,Abstract,Journal,Year,PMC_ID,DOI,Classification,Community type,Substrate,Product,Organisms,Family
30420331,Enriched microbial consortia for dark fermentation of sugarcane vinasse towards value-added short-chain organic acids and alcohol production.,"The role of sugarcane vinasse as a nutrient source and the impacts of different inoculum pretreatment methods (acid-thermal and thermal treatment) were assessed in acidogenic systems aiming to produce value-added short-chain organic acids (SCOA) and alcohols. In-depth microbiome characterization was also conducted by high-throughput sequencing of the 16S rRNA gene using the Miseq Illumina platform. SCOA production was 47.3 % higher in vinasse-fed reactors, with isobutyric (up to 10.3 g L<sup>-1</sup>) and butyric (up to 10.6 g L<sup>-1</sup>) acids as the primary metabolites most likely resulting from lactate conversion. Ethanol comprised the main product from solventogenic pathways in all conditions, with values ranging between 2.7 and 5.2 g L<sup>-1</sup>, whereas no butanol was detected. Microbial analyses revealed high relative abundance values for the Clostridium, Lactobacillus, Bacillus and Ruminococcus genera, with the predominance of the Clostridium genus (17%) in acid-thermal treatment reactors and the Lactobacillus genus (37%) in thermal treatment reactors. Overall, vinasse proved to be a suitable substrate for value-added SCOA production, which characterizes a potential management approach to this wastewater stream. In this sense, the biochemical production of butyrate from vinasse could diversify the product portfolio of sugarcane biorefineries, also minimizing bioenergy losses by converting residual carbon fractions.",Journal of bioscience and bioengineering,2019,None,10.1016/j.jbiosc.2018.10.008,1,Undefined,Lignocellulose,"Ethanol, SCOA",,Undefined
15558274,H2-producing bacterial communities from a heat-treated soil inoculum.,"Hydrogen gas (approximately 60% H(2)) was produced in a continuous flow bioreactor inoculated with heat-treated soil, and fed synthetic wastewater containing glucose (9.5 g l(-1)). The pH in the bioreactor was maintained at 5.5 to inhibit consumption of H(2) by methanogens. The objective of this study was to characterize bacterial communities in the reactor operated under two different hydraulic retention times (HRTs of 30-h and 10-h) and temperatures (30 degrees C and 37 degrees C). At 30-h HRT, the H(2) production rate was 80 ml h(-1) and yield was 0.91 mol H(2)/mol glucose. At 10-h HRT, the H(2) production rate was more than 5 times higher at 436 ml h(-1), and yield was 1.61 mol H(2)/mol glucose. Samples were removed from the reactor under steady-state conditions for PCR-based detection of bacterial populations by ribosomal intergenic spacer analysis (RISA). Populations detected at 30-h HRT were more diverse than at 10-h HRT and included representatives of Bacillaceae, Clostridiaceae, and Enterobacteriaceae. At 10-h HRT, only Clostridiaceae were detected. When the temperature of the 10-h HRT reactor was increased from 30 degrees C to 37 degrees C, the steady-state H(2) production rate increased slightly to 463 ml h(-1) and yield was 1.8 mol H(2)/mol glucose. Compared to 30 degrees C, RISA fingerprints at 37 degrees C from the 10-h HRT bioreactor exhibited a clear shift from populations related to Clostridium acidisoli (subcluster Ic) to populations related to Clostridium acetobutylicum (subcluster Ib).",Applied microbiology and biotechnology,2004,None,10.1007/s00253-004-1666-7,1,Undefined,Wastewater sludge,Hydrogen,,Undefined
26547811,Semi-continuous methane production from undiluted brown algae using a halophilic marine microbial community.,"Acclimated marine sediment-derived culture was used for semi-continuous methane production from materials equivalent to raw brown algae, without dilution of salinity and without nutrient supply, under 3 consecutive conditions of varying organic loading rates (OLRs) and hydraulic retention time (HRT). Methane production was stable at 2.0gVS/kg/day (39-day HRT); however, it became unstable at 2.9gVS/kg/day (28-day HRT) due to acetate and propionate accumulation. OLR subsequently decreased to 1.7gVS/kg/day (46-day HRT), stabilizing methane production beyond steady state. Methane yield was above 300mL/g VS at all OLRs. These results indicated that the acclimated marine sediment culture was able to produce methane semi-continuously from raw brown algae without dilution and nutrient supply under steady state. Microbial community analysis suggested that hydrogenotrophic methanogens predominated among archaea during unstable methane production, implying a partial shift of the methanogenic pathway from acetoclastic methanogenesis to acetate oxidation. ",Bioresource technology,2016,None,10.1016/j.biortech.2015.10.090,1,Undefined,Organic waste,Methane,,Undefined
31442834,Antibiotic fermentation residue for biohydrogen production using different pretreated cultures: Performance evaluation and microbial community analysis.,"Antibiotic fermentation residue produced from pharmaceutical plants has been listed as a ""Hazardous Waste"", however it contains various substrates which can be used for biofuel production. In this study, the possibility of biohydrogen production from antibiotic fermentation residue was evaluated, the process efficiency and microbial community dynamics with five different inoculum pretreatments (alkaline, γ-radiation, heat-shock, aeration and acid) were assessed. Results showed that alkaline pretreatment was most efficient for hydrogen fermentation, and the hydrogen yield, volatile solids (VS) removal and maximal hydrogen production rate reached 17.8 mL/g-VS<sub>added</sub>, 17.8% and 3.79 mL/h, respectively. Different inoculum pretreatments led to a obvious variation in the fermentation pathway and microbial community structure. The highest content of hydrogen-producing bacteria, especially Clostridium, essentially contributed to the highest hydrogen fermentation efficiency for the system with alkaline pretreatment. This investigation suggested that antibiotic fermentation residue is a potential feedstock for hydrogen production through dark fermentation.",Bioresource technology,2019,None,10.1016/j.biortech.2019.122012,1,Undefined,Antibiotic fermentation residue,Hydrogen,,Undefined
11762604,Microbial community in anaerobic hydrogen-producing microflora enriched from sludge compost.,"Hydrogen production by thermophilic anaerobic microflora enriched from sludge compost was studied by using an artificial medium containing cellulose powder. Hydrogen gas was evolved with the formation of acetate, ethanol, and butyrate by decomposition of the cellulose powder. The hydrogen production yield was 2.0 mol/mol-hexose by either batch or chemostat cultivation. A medium that did not contain peptone demonstrated a lower hydrogen production yield of 1.0 mol/mol-hexose with less formation of butyrate. The microbial community in the microflora was investigated through isolation of the microorganisms by both plating and denaturing gradient gel electrophoresis (DGGE) of the' PCR-amplified V3 region of 16S rDNA. Sixty-eight microorganisms were isolated from the microflora and classified into nine distinct groups by genetic fingerprinting of the PCR-DGGE or by a random amplified polymorphic DNA analysis and determination of the partial sequence of 16S rDNA. Most of the isolates belonged to the cluster of the thermophilic Clostridium/Bacillus subphylum of low G+C gram-positive bacteria. Product formation by most of the isolated strains corresponded to that produced by the microflora. Thermoanaerobacterium thermosaccharolyticium was isolated in the enrichment culture with or without added peptone. and was detected with strong intensity by PCR-DGGE. Two other thermophilic cellulolytic microorganisms, Clostridium thermocellum and Clostridium cellulosi, were also detected by PCR-DGGE, although they could not be isolated. These findings imply that hydrogen production from cellulose by microflora is performed by a consortium of several species of microorganisms.",Applied microbiology and biotechnology,2001,None,10.1007/s002530100806,1,Undefined,Sludge compost,Hydrogen,,Undefined
33329449,Function-Driven Design of Lactic Acid Bacteria Co-cultures to Produce New Fermented Food Associating Milk and Lupin.,"Designing bacterial co-cultures adapted to ferment mixes of vegetal and animal resources for food diversification and sustainability is becoming a challenge. Among bacteria used in food fermentation, lactic acid bacteria (LAB) are good candidates, as they are used as starter or adjunct in numerous fermented foods, where they allow preservation, enhanced digestibility, and improved flavor. We developed here a strategy to design LAB co-cultures able to ferment a new food made of bovine milk and lupin flour, consisting in: (i) <i>in silico</i> preselection of LAB species for targeted carbohydrate degradation; (ii) <i>in vitro</i> screening of 97 strains of the selected species for their ability to ferment carbohydrates and hydrolyze proteins from milk and lupin and clustering strains that displayed similar phenotypes; and (iii) assembling strains randomly sampled from clusters that showed complementary phenotypes. The designed co-cultures successfully expressed the targeted traits i.e., hydrolyzed proteins and degraded raffinose family oligosaccharides of lupin and lactose of milk in a large range of concentrations. They also reduced an off-flavor-generating volatile, hexanal, and produced various desirable flavor compounds. Most of the strains in co-cultures achieved higher cell counts than in monoculture, suggesting positive interactions. This work opens new avenues for the development of innovative fermented food products based on functionally complementary strains in the world-wide context of diet diversification.",Frontiers in microbiology,2020,7717992,10.3389/fmicb.2020.584163,1,Undefined,"Bovine milk, Lupin flour",Fermented food product,,Undefined
21171663,Current production by bacterial communities in microbial fuel cells enriched from wastewater sludge with different electron donors.,"Electricity production by bacterial communities enriched from wastewater sludge with lactate, succinate, N-acetyl-D-glucosamine (NAG), acetate, formate, and uridine were monitored in dual-chamber microbial fuel cells (MFCs). Stable electricity production was observed after 300 h for communities enriched from lactate, acetate, and formate, while communities enriched with succinate, NAG, and uridine stabilized only after 700 h. The average peak current densities and maximum power densities generated from bacterial consortia were significantly higher than those generated from pure cultures of Shewanella oneidensis MR-1. Microbial assemblages were analyzed by DGGE, and planktonic and anode-attached bacterial communities varied as a function of electron donors: Firmicutes, β-Proteobacteria, and Bacteroidetes dominated the planktonic bacterial communities while anode-attached communities consisted mainly of δ-Proteobacteria, β-Proteobacteria, and Firmicutes. Similar bacterial populations were enriched in MFCs fed with lactate, NAG, and uridine and with succinate, acetate, and formate. Cross-feeding experiments with different fuels indicated that enriched microbial consortia were able to utilize a variety of fuel sources and displayed considerable stability, efficiency, and robustness of power generation in comparison to pure cultures. In addition, characterizations of cultivated Shewanella strains suggested that DGGE analysis likely missed active members of exoelectrogenic populations.",Environmental science & technology,2011,None,10.1021/es102645v,1,Undefined,Wastewater sludge,Electricity,,Undefined
21216592,Performance and microbial community analysis of two-stage process with extreme thermophilic hydrogen and thermophilic methane production from hydrolysate in UASB reactors.,"The two-stage process for extreme thermophilic hydrogen and thermophilic methane production from wheat straw hydrolysate was investigated in up-flow anaerobic sludge bed (UASB) reactors. Specific hydrogen and methane yields of 89 ml-H(2)/g-VS (190 ml-H(2)/g-sugars) and 307 ml-CH(4)/g-VS, respectively were achieved simultaneously with the overall VS removal efficiency of 81% by operating with total hydraulic retention time (HRT) of 4 days . The energy conversion efficiency was dramatically increased from only 7.5% in the hydrogen stage to 87.5% of the potential energy from hydrolysate, corresponding to total energy of 13.4 kJ/g-VS. Dominant hydrogen-producing bacteria in the H(2)-UASB reactor were Thermoanaerobacter wiegelii, Caldanaerobacter subteraneus, and Caloramator fervidus. Meanwhile, the CH(4)-UASB reactor was dominated with methanogens of Methanosarcina mazei and Methanothermobacter defluvii. The results from this study suggest the two stage anaerobic process can be effectively used for energy recovery and for stabilization of hydrolysate at anaerobic conditions.",Bioresource technology,2011,None,10.1016/j.biortech.2010.12.009,1,Undefined,Lignocellulose,"Hydrogen, Methane",,Undefined
22864434,Effects of heat treatment on microbial communities of granular sludge for biological hydrogen production.,"Dark fermentation shares many features with anaerobic digestion with the exception that to maximize hydrogen production, methanogens and hydrogen-consuming bacteria should be inhibited. Heat treatment is widely applied as an inoculum pre-treatment due to its effectiveness in inhibiting methanogenic microflora but it may not exclusively select for hydrogen-producing bacteria. This work evaluated the effects of heat treatment on microbial viability and structure of anaerobic granular sludge. Heat treatment was carried out on granular sludge at 100 °C with four residence times (0.5, 1, 2 and 4 h). Hydrogen production of treated sludges was studied from glucose by means of batch test at different pH values. Results indicated that each heat treatment strongly influenced the granular sludge resulting in microbial communities having different hydrogen productions. The highest hydrogen yields (2.14 moles of hydrogen per mole of glucose) were obtained at pH 5.5 using the sludge treated for 4 h characterized by the lowest CFU concentration (2.3 × 10(3)CFU/g sludge). This study demonstrated that heat treatment should be carefully defined according to the structure of the sludge microbial community, allowing the selection of highly efficient hydrogen-producing microbes.",Water science and technology : a journal of the International Association on Water Pollution Research,2012,None,10.2166/wst.2012.336,1,Undefined,Organic waste,Hydrogen,,Undefined
32624809,"High tolerance to glycerol and high production of 1,3-propanediol in batch fermentations by microbial consortium from marine sludge.","1,3-Propanediol (1,3-PD) is a versatile bulk chemical and widely used as a monomer to synthesis polymers, such as polyesters, polyethers and polyurethanes. 1,3-PD can be produced by microbial fermentation with the advantages of the environmental protection and sustainable development. Low substrate tolerance and wide by-product profile limit microbial production of 1,3-PD by <i>Klebsiella pneumonia</i> on industrial scale. In this study, microbial consortia were investigated to overcome some disadvantages of pure fermentation by single strain. Microbial consortium named DL38 from marine sludge gave the best performance. Its bacterial community composition was analyzed by 16S rRNA gene amplicon high-throughput sequencing and showed that <i>Enterobacteriaceae</i> was the most abundant family. Compared with three <i>K. pneumonia</i> strains isolated from DL38, the microbial consortium could grow well at an initial glycerol concentration of 200 g/L to produce 81.40 g/L of 1,3-PD with a yield of 0.63 mol/mol. This initial glycerol concentration is twice the highest concentration by single isolated strain and more than the critical value (188 g/L) extrapolated from the fermentation kinetics for <i>K. pneumonia</i>. On the other hand, a small amount of by-products were produced in batch fermentation of microbial consortium DL38,  especially no 2,3-butanediol detected. The mixed culture of strain W3, Y5 and Y1 improved the tolerance to glycerol and changed the metabolite profile of single strain W3. The batch fermentation with the natural proportion (W3: Y5: Y1 = 208: 82: 17) was superior to that with other proportions and single strain. This study showed that microbial consortium DL38 possessed excellent substrate tolerance, narrow by-product profile and attractive potential for industrial production of 1,3-PD.",Engineering in life sciences,2017,6999268,10.1002/elsc.201600215,1,Undefined,Glycerol,"1,3-Propanediol",,Undefined
32028149,Methane yield enhancement of mesophilic and thermophilic anaerobic co-digestion of algal biomass and food waste using algal biochar: Semi-continuous operation and microbial community analysis.,"The impact of algal biochar addition on mesophilic and thermophilic anaerobic co-digestion of algal biomass and food waste was investigated with a focus on semi-continuous operations and functional microbial communities. Under batch co-digestion, the highest co-digestion synergy was observed for a mixture of 25% food waste and 75% algal biomass. During semi-continuous co-digestion of 25% food waste-75% algal biomass mixture, biochar amended digesters exhibited a 12-54% increase in average methane yield (275.8-394.6 mL/gVS) compared to the controls. Elevated temperature induced narrow distributions of volatile fatty acids (VFAs) by inhibiting the production of branched VFAs. Genus Proteiniphilum was selectively enriched by 3.2 folds in mesophilic digesters with biochar amendment while genus Defluviitoga was selectively enriched in thermophilic digesters due to elevated temperature. Methanogenic communities were significantly different in mesophilic and thermophilic digesters. Biochar amendment contributed to shifts in the predominant methanogens leading to a more balanced state of two methanogenic pathways.",Bioresource technology,2020,None,10.1016/j.biortech.2020.122892,1,Undefined,Food waste,Methane,,Undefined
18226523,Anaerobic biohydrogen production from monosaccharides by a mixed microbial community culture.,"Monosaccharides (e.g. glucose and fructose) are produced from the hydrolyzation of macromolecules, such as starch, cellulose, hemicellulose and lignin, which are abundant in various industrial wastewaters. The elucidation of anaerobic activated sludge microbial community utilizing monosaccharides will lay an important foundation for the industrialization of biohydrogen production. In this study, the hydrogen production by a mixed microbial culture on four monosaccharides (glucose, fructose, galactose and arabinose) was investigated in a batch cultures. The mixed microbial culture was obtained from anaerobic activated sludge in a continuous stirred-tank reactor (CSTR) after 29 days of acclimatization. The results indicated that glucose had the highest specific hydrogen production rate of 358 mL/g.g mixed liquid volatile suspended solid (MLVSS), while arabinose had the lowest hydrogen production rate of 28 mL/g.gMLVSS. Glucose also possessed the highest specific conversion rate to hydrogen of 82 mL/g glucose, while fructose had the highest specific conversion rate to liquid product of 443 mg/g fructose. Arabinose had the lowest conversion rates to both liquid products and hydrogen. Metabolic pathways and fermentation products were the major reasons for the difference in hydrogen production from these four monosaccharides. The complex fermentation pathways of arabinose reduced its hydrogen production efficiency and a long acclimation period (over 68 h) was required before the anaerobic activated sludge could effectively utilize arabinose in batch cultures.",Bioresource technology,2008,None,10.1016/j.biortech.2007.11.072,1,Undefined,"Glucose, Fructose, Galactose, Arabinose",Hydrogen,,Undefined
32559971,Anaerobic co-digestion of sewage sludge and food waste for hydrogen and VFA production with microbial community analysis.,"In this study, the anaerobic co-digestion of food waste (FW) and sewage sludge (SS) was investigated for the production of hydrogen and volatile fatty acids (VFAs). The results showed that the anaerobic co-digestion of these materials enhanced the hydrogen content by 62.4% (v/v), 29.89% higher than that obtained by FW digestion alone, and the total VFA production reached at 281.84 mg/g volatile solid (VS), a 8.38% increase. This enhancement was primarily resulted from improvements in the multi-substrate characteristics, which were obtained by supplying a higher soluble chemical oxygen demand (23.78-32.14 g/L) and suitable a pH (6.12-6.51), decreasing total ammonia nitrogen by 18.67% and ensuring a proper carbon/nitrogen ratio (15.01-23.01). Furthermore, maximal hydrogen (62.39 mL/g VS) and total VFA production potential (294.63 mg/g VS) were estimated using response surface methodology optimization, which yielded FW percentages of 85.17% and 79.87%, respectively. Based on a pyrosequencing analysis, the dominant bacteria associated with VFA and hydrogen production were promoted under optimized condition, including members of genera Veillonella and Clostridium and the orders Bacteroidales and Lactobacillales.","Waste management (New York, N.Y.)",2018,None,10.1016/j.wasman.2018.06.046,1,Undefined,"Food waste, Wastewater sludge","Hydrogen, VFA",,Undefined
8597554,Production of caproic acid by cocultures of ruminal cellulolytic bacteria and Clostridium kluyveri grown on cellulose and ethanol.,"Ruminal cellulolytic bacteria (Fibrobacter succinogenes S85 or Ruminococcus flavefaciens FD-1) were combined with the non-ruminal bacterium Clostridium kluyveri and grown together on cellulose and ethanol. Succinate and acetate produced by the cellulolytic organisms were converted to butyrate and caproate only when the culture medium was supplemented with ethanol. Ethanol (244 mM) and butyrate (30 mM at pH 6.8) did not inhibit cellulose digestion or product formation by S85 or FD-1; however caproate (30 mM at pH 6.8) was moderately inhibitory to FD-1. Succinate consumption and caproate production were sensitive to culture pH, with more caproic acid being produced when the culture was controlled at a pH near neutrality. In a representative experiment under conditions of controlled pH (at 6.8) 6.0 g cellulose l-1 and 4.4 g ethanol l-1 were converted to 2.6 g butyrate l-1 and 4.6 g caproate l-1. The results suggest that bacteria that efficiently produce low levels of ethanol and acetate or succinate from cellulose should be useful in cocultures for the production of caproic acid, a potentially useful industrial chemical and bio-fuel precursor.",Applied microbiology and biotechnology,1995,None,10.1007/s002530050590,1,Undefined,"Cellulose, Ethanol",Caproic acid,Clostridium kluyveri,"Clostridiaceae, Undefined"
34303101,Ensiling pretreatment with two novel microbial consortia enhances bioethanol production in sterile rice straw.,"The present study extracts and enriches cellulolytic microbial consortia from yak (Bos grunniens) and evaluates their effects on the fermentation profile and bioethanol yield in rice straw silage. Two microbial consortia (CF and PY) with high cellulolytic activity were isolated and observed to be prone to utilize natural carbon sources. Two consortia were introduced with and without combined lactic acid bacteria (CLAB) to rice straw for up to 60 days of ensiling, and their application notably decreased the levels of structural carbohydrates and pH values of rice straw silages. Treatments that combining microbial consortia and CLAB resulted in the highest levels of lactic acid, water soluble carbohydrates, mono- and disaccharides, and lignocellulose degradation, with PY + CLAB group yielding the highest bioethanol production. The microbial consortia identified herein exhibit great potential for degrading fibrous substrates, and their combination with CLAB provides a feasible way to efficiently use rice straw for bioethanol production.",Bioresource technology,2021,None,10.1016/j.biortech.2021.125507,1,Undefined,Lignocellulose,Ethanol,,Undefined
