,Unnamed: 0,PM_ID,Title,Abstract,Journal,Year,PMC_ID,DOI,Classification,GPT-3 verdict
72,2229,26433784,"Comparative evaluation of the hydrogen production by mixed consortium, synthetic co-culture and pure culture using distillery effluent.","Wastewater comprises of various carbon sources. So, the use of microbial consortium may improve the hydrogen production and organic reduction. The present study deals with biohydrogen production by acidogenic mixed consortia (AMC), synthetic co-culture (Klebsiella pneumoniae IIT-BT 08 and Citrobacter freundii IIT-BT L139) and pure culture using distillery effluent (DE). Higher hydrogen yield was observed in case of AMC (9.17 mol/kg CODreduced) as compared to the synthetic co-culture and pure culture. PCR-DGGE analysis indicated that the consortium was predominated by species closely affiliated to Clostridium sp. The average hydrogen production rate was 267 mL/Lh. The maximum hydrogen production rate (Rm), hydrogen production potential (P) and lag time (λ) by AMC using DE were 507.2 mL/Lh, 3729 m/L and 2.04 h, respectively. Maximum gaseous energy recovery by AMC was found to be higher by 21.9% and 45.4% than that of using co-culture and pure culture respectively.",Bioresource technology,2015,None,10.1016/j.biortech.2015.09.074,1,"The scientific article does not specifically mention whether the product production is using a synthetic community or co-culture. However, the study does compare the hydrogen production of a mixed consortium, synthetic co-culture, and pure culture. Therefore, it is possible that the product production mentioned in the article is using a synthetic community or co-culture."
73,2294,23397222,Microbial consortia for hydrogen production enhancement.,"Ten efficient hydrogen-producing strains affiliated to the Clostridium genus were used to develop consortia for hydrogen production. In order to determine their saccharolytic and proteolytic activities, glucose and meat extract were tested as fermentation substrates, and the best hydrogen-producing strains were selected. The C. roseum H5 (glucose-consuming) and C. butyricum R4 (protein-degrading) co-culture was the best hydrogen-producing co-culture. The end-fermentation products for the axenic cultures and co-cultures were analyzed. In all cases, organic acids, mainly butyrate and acetate, were produced lowering the pH and thus inhibiting further hydrogen production. In order to replace the need for reducing agents for the anaerobic growth of clostridia, a microbial consortium including Clostridium spp. and an oxygen-consuming microorganism able to form dense granules (Streptomyces sp.) was created. Increased yields of hydrogen were achieved. The effect of adding a butyrate-degrading bacteria and an acetate-consuming archaea to the consortia was also studied.",Current microbiology,2013,None,10.1007/s00284-013-0328-3,1,"The article describes the development of a microbial consortium for hydrogen production, using Clostridium spp. and an oxygen-consuming microorganism (Streptomyces sp.). The consortium was able to produce hydrogen more efficiently than the axenic cultures or co-cultures."
74,2330,35885409,Specific Microbial Communities Are Selected in Minimally-Processed Fruit and Vegetables according to the Type of Product.,"Fruits and vegetables (F&V) products are recommended for the daily diet due to their low caloric content, high amount of vitamins, minerals and fiber. Furthermore, these foods are a source of various phytochemical compounds, such as polyphenols, flavonoids and sterols, exerting antioxidant activity. Despite the benefits derived from eating raw F&V, the quality and safety of these products may represent a source of concern, since they can be quickly spoiled and have a very short shelf-life. Moreover, they may be a vehicle of pathogenic microorganisms. This study aims to evaluate the bacterial and fungal populations in F&V products (i.e., iceberg lettuces, arugula, spinaches, fennels, tomatoes and pears) by using culture-dependent microbiological analysis and high-throughput sequencing (HTS), in order to decipher the microbial populations that characterize minimally-processed F&V. Our results show that F&V harbor diverse and product-specific bacterial and fungal communities, with vegetables leaf morphology and type of edible fraction of fruits exerting the highest influence. In addition, we observed that several alterative (e.g., <i>Pseudomonas</i> and <i>Aspergillus</i>) and potentially pathogenic taxa (such as <i>Staphylococcus</i> and <i>Cladosporium</i>) are present, thus emphasizing the need for novel product-specific strategies to control the microbial composition of F&V and extend their shelf-life.","Foods (Basel, Switzerland)",2022,9315490,10.3390/foods11142164,1,The scientific article does not concern product production using a synthetic community or co-culture.
75,2356,35998308,One-step PCR amplicon sequencing libraries perform better than two-step when assessing soil microbial diversity and community profiles.,"Despite adoption of high-throughput sequencing of PCR-amplified microbial taxonomic markers for ecological analyses, distinct approaches for preparing amplicon libraries exist. One approach utilises long fusion primers and a single PCR (one-step) while another utilises shorter primers in a first reaction, before transferring diluted amplicons to a second reaction for barcode index incorporation (two-step). We investigated whether transferring diluted amplicons risked creating artificially simplified, poorly diverse communities. In soils from three sites with paired cropland and forest, one-step yielded higher alpha-diversity indices, including detection of two-four times more unique taxa. Modelling expected taxa per sequence observation predicted that one-step reaches full coverage by 104 sequences per sample while two-step needs 105-109. Comparisons of rank abundance demonstrated that two-step covered only 38%-69% of distributions. Beta-diversity showed better separation of communities in response to land use change under one-step, although both approaches showed a significant effect. Driving differences was underestimation of relatively minor taxa with the two-step procedure. These taxa were low in abundance, yet play important roles in carbon cycling, secondary metabolite production, anaerobic metabolism, and bacterial predation. We conclude that one-step amplicon libraries are advisable for studies focussed on diversity or relatively minor yet functionally important taxa.",FEMS microbiology letters,2022,None,10.1093/femsle/fnac079,1,The article does not mention anything about product production using a synthetic community or co-culture.
76,2412,21875091,Meta-omic characterization of the marine invertebrate microbial consortium that produces the chemotherapeutic natural product ET-743.,"In many macroorganisms, the ultimate source of potent biologically active natural products has remained elusive due to an inability to identify and culture the producing symbiotic microorganisms. As a model system for developing a meta-omic approach to identify and characterize natural product pathways from invertebrate-derived microbial consortia, we chose to investigate the ET-743 (Yondelis) biosynthetic pathway. This molecule is an approved anticancer agent obtained in low abundance (10(-4)-10(-5) % w/w) from the tunicate Ecteinascidia turbinata and is generated in suitable quantities for clinical use by a lengthy semisynthetic process. On the basis of structural similarities to three bacterial secondary metabolites, we hypothesized that ET-743 is the product of a marine bacterial symbiont. Using metagenomic sequencing of total DNA from the tunicate/microbial consortium, we targeted and assembled a 35 kb contig containing 25 genes that comprise the core of the NRPS biosynthetic pathway for this valuable anticancer agent. Rigorous sequence analysis based on codon usage of two large unlinked contigs suggests that Candidatus Endoecteinascidia frumentensis produces the ET-743 metabolite. Subsequent metaproteomic analysis confirmed expression of three key biosynthetic proteins. Moreover, the predicted activity of an enzyme for assembly of the tetrahydroisoquinoline core of ET-743 was verified in vitro. This work provides a foundation for direct production of the drug and new analogues through metabolic engineering. We expect that the interdisciplinary approach described is applicable to diverse host-symbiont systems that generate valuable natural products for drug discovery and development.",ACS chemical biology,2011,3220770,10.1021/cb200244t,1,The scientific article concerns product production using a synthetic community or co-culture.
77,2463,31629686,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities.,"Ribosomally synthesized and post-translationally modified peptides (RiPPs) are an important class of natural products that contain antibiotics and a variety of other bioactive compounds. The existing methods for discovery of RiPPs by combining genome mining and computational mass spectrometry are limited to discovering specific classes of RiPPs from small datasets, and these methods fail to handle unknown post-translational modifications. Here, we present MetaMiner, a software tool for addressing these challenges that is compatible with large-scale screening platforms for natural product discovery. After searching millions of spectra in the Global Natural Products Social (GNPS) molecular networking infrastructure against just eight genomic and metagenomic datasets, MetaMiner discovered 31 known and seven unknown RiPPs from diverse microbial communities, including human microbiome and lichen microbiome, and microorganisms isolated from the International Space Station.",Cell systems,2019,6952069,10.1016/j.cels.2019.09.004,1,"The article does not explicitly mention product production using a synthetic community or co-culture, but it does mention the discovery of RiPPs from diverse microbial communities, including human microbiome and lichen microbiome, and microorganisms isolated from the International Space Station. Therefore, it is possible that MetaMiner could be used to discover RiPPs from a synthetic community or co-culture."
78,2566,8597554,Production of caproic acid by cocultures of ruminal cellulolytic bacteria and Clostridium kluyveri grown on cellulose and ethanol.,"Ruminal cellulolytic bacteria (Fibrobacter succinogenes S85 or Ruminococcus flavefaciens FD-1) were combined with the non-ruminal bacterium Clostridium kluyveri and grown together on cellulose and ethanol. Succinate and acetate produced by the cellulolytic organisms were converted to butyrate and caproate only when the culture medium was supplemented with ethanol. Ethanol (244 mM) and butyrate (30 mM at pH 6.8) did not inhibit cellulose digestion or product formation by S85 or FD-1; however caproate (30 mM at pH 6.8) was moderately inhibitory to FD-1. Succinate consumption and caproate production were sensitive to culture pH, with more caproic acid being produced when the culture was controlled at a pH near neutrality. In a representative experiment under conditions of controlled pH (at 6.8) 6.0 g cellulose l-1 and 4.4 g ethanol l-1 were converted to 2.6 g butyrate l-1 and 4.6 g caproate l-1. The results suggest that bacteria that efficiently produce low levels of ethanol and acetate or succinate from cellulose should be useful in cocultures for the production of caproic acid, a potentially useful industrial chemical and bio-fuel precursor.",Applied microbiology and biotechnology,1995,None,10.1007/s002530050590,1,The article concerns product production using a co-culture.
79,2587,30854474,Metabolite-based mutualism enhances hydrogen production in a two-species microbial consortium.,"Sustainable hydrogen production from renewable and low-cost substrates is very important to mitigate environmental and energy-related issues. Microbial consortia are promising for diverse bioenergy and environmental applications, yet microbial interactions are not fully understood. Here, we present comprehensive investigation on how two species in an artificial microbial consortium, consisting of <i>Bacillus cereus</i> A1 and <i>Brevundimonas naejangsanensis</i> B1, mutually cooperate to achieve an overall enhancement in hydrogen production and starch utilization. In this consortium, strains A1 and B1 secrete α-amylase and glucoamylase that are functionally complementary in starch hydrolysis. Moreover, strain A1 converts starch into lactate as a carbon source and electron donor, supporting the cell growth and hydrogen generation of strain B1. In return, strain B1 produces formate as an electron shuttle to strain A1 to enhance hydrogen production. The co-culture re-directs the overall metabolic flux, facilitates the cell growth, and up-regulates the key genes of hydrogen production and starch hydrolysis.",Communications biology,2019,6395672,10.1038/s42003-019-0331-8,1,Yes.
80,2594,34728351,Microbial communities for valorizing biomass using the carboxylate platform to produce volatile fatty acids: A review.,"The carboxylate platform employs a diverse microbial consortium of anaerobes in which the methanogens are inhibited. Nearly all biomass components are digested to a mixture of C1-C8 monocarboxylic acids and their corresponding salts. The methane-arrested anaerobic digestion proceeds readily without needing to sterilize biomass or equipment. It accepts a wide range of feedstocks (e.g., agricultural residues, municipal solid waste, sewage sludge, animal manure, food waste, algae, and energy crops), and produces high product yields. This review highlights several important aspects of the platform, including its thermodynamic underpinnings, influences of inoculum source and operating conditions on product formation, and downstream chemical processes that convert the carboxylates to hydrocarbon fuels and oxygenated chemicals. This review further establishes the carboxylate platform as a viable and economical route to industrial biomass utilization.",Bioresource technology,2022,None,10.1016/j.biortech.2021.126253,1,"The article does not specifically mention whether a synthetic community or co-culture is used. However, it does mention that the carboxylate platform employs a diverse microbial consortium of anaerobes in which the methanogens are inhibited. This suggests that a co-culture is used."
81,2631,22047662,Characterization of Phragmites cummunis rhizosphere bacterial communities and metabolic products during the two stage sequential treatment of post methanated distillery effluent by bacteria and wetland plants.,"This study deals with the characterization of rhizosphere bacterial communities and metabolic products produced during the two stage sequential treatment of post methanated distillery effluent by bacteria and constructed wetland plants. Results showed that bacterial treatment followed by wetland plants (Phragmites cummunis) resulted 94.5% and 96.0% reduction in BOD and COD values, respectively. The PCR-RFLP analysis showed the presence of Stenotrophomonas, Enterobacter, Pantoea, Acinetobacter and Klebsiella sp., as dominant rhizosphere bacterial communities which play an important role in degradation and decolorization of PMDE in wetland treatment system. Further, the LC-MS-MS and other spectrophotometric analysis have shown that most of the pollutants detected in untreated PMDE were diminished from bacteria and wetland plant treated PMDE indicating that bacteria and wetland plant rhizosphere microbes utilized them as carbon, nitrogen and energy source. While, methylbenzene, furfuryl alcohol, and 4-vinyl-2-methoxyphenol were detected as metabolites in bacteria and hexadecanol in wetland plant rhizosphere treated PMDE.",Bioresource technology,2012,None,10.1016/j.biortech.2011.09.132,1,"The scientific article does not explicitly state whether the product production mentioned is from a synthetic community or co-culture. However, based on the information provided in the abstract, it seems likely that the product production is from a co-culture of bacteria and wetland plants."
82,2737,27801903,Enhanced microbial electrosynthesis by using defined co-cultures.,"Microbial uptake of free cathodic electrons presents a poorly understood aspect of microbial physiology. Uptake of cathodic electrons is particularly important in microbial electrosynthesis of sustainable fuel and chemical precursors using only CO<sub>2</sub> and electricity as carbon, electron and energy source. Typically, large overpotentials (200 to 400 mV) were reported to be required for cathodic electron uptake during electrosynthesis of, for example, methane and acetate, or low electrosynthesis rates were observed. To address these limitations and to explore conceptual alternatives, we studied defined co-cultures metabolizing cathodic electrons. The Fe(0)-corroding strain IS4 was used to catalyze the electron uptake reaction from the cathode forming molecular hydrogen as intermediate, and Methanococcus maripaludis and Acetobacterium woodii were used as model microorganisms for hydrogenotrophic synthesis of methane and acetate, respectively. The IS4-M. maripaludis co-cultures achieved electromethanogenesis rates of 0.1-0.14 μmol cm<sup>-2</sup> h<sup>-1</sup> at -400 mV vs standard hydrogen electrode and 0.6-0.9 μmol cm<sup>-2</sup> h<sup>-1</sup> at -500 mV. Co-cultures of strain IS4 and A. woodii formed acetate at rates of 0.21-0.23 μmol cm<sup>-2</sup> h<sup>-1</sup> at -400 mV and 0.57-0.74 μmol cm<sup>-2</sup> h<sup>-1</sup> at -500 mV. These data show that defined co-cultures coupling cathodic electron uptake with synthesis reactions via interspecies hydrogen transfer may lay the foundation for an engineering strategy for microbial electrosynthesis.",The ISME journal,2017,5322301,10.1038/ismej.2016.149,1,The article concerns product production using a co-culture.
83,2760,27462300,Populations of Stored Product Mite Tyrophagus putrescentiae Differ in Their Bacterial Communities.,Tyrophagus putrescentiae colonizes different human-related habitats and feeds on various post-harvest foods. The microbiota acquired by these mites can influence the nutritional plasticity in different populations. We compared the bacterial communities of five populations of T. putrescentiae and one mixed population of T. putrescentiae and T. fanetzhangorum collected from different habitats.,Frontiers in microbiology,2016,4940368,10.3389/fmicb.2016.01046,1,No
84,2779,27278068,Novel bacterial consortia isolated from plastic garbage processing areas demonstrated enhanced degradation for low density polyethylene.,"This study aimed to formulate novel microbial consortia isolated from plastic garbage processing areas and thereby devise an eco-friendly approach for enhanced degradation of low-density polyethylene (LDPE). The LDPE degrading bacteria were screened and microbiologically characterized. The best isolates were formulated as bacterial consortia, and degradation efficiency was compared with the consortia formulated using known isolates obtained from the Microbial Culture Collection Centre (MTCC). The degradation products were analyzed by FTIR, GC-FID, tensile strength, and SEM. The bacterial consortia were characterized by 16S ribosomal DNA (rDNA) sequencing. The formulated bacterial consortia demonstrated 81 ± 4 and 38 ± 3 % of weight reduction for LDPE strips and LDPE pellets, respectively, over a period of 120 days. However, the consortia formulated by MTCC strains demonstrated 49 ± 4 and 20 ± 2 % of weight reduction for LDPE strips and pellets, respectively, for the same period. Furthermore, the three isolates in its individual application exhibited 70 ± 4, 68 ± 4, and 64 ± 4 % weight reduction for LDPE strips and 21 ± 2, 28 ± 2, 24 ± 2 % weight reduction for LDPE pellets over a period of 120 days (p < 0.05). The end product analysis showed structural changes and formation of bacterial film on degraded LDPE strips. The 16S rDNA characterization of bacterial consortia revealed that these organisms were novel strains and designated as Enterobacter sp. bengaluru-btdsce01, Enterobacter sp. bengaluru-btdsce02, and Pantoea sp. bengaluru-btdsce03. The current study thus suggests that industrial scale-up of these microbial consortia probably provides better insights for waste management of LDPE and similar types of plastic garbage. ",Environmental science and pollution research international,2016,None,10.1007/s11356-016-7000-y,1,Yes
85,2798,34303101,Ensiling pretreatment with two novel microbial consortia enhances bioethanol production in sterile rice straw.,"The present study extracts and enriches cellulolytic microbial consortia from yak (Bos grunniens) and evaluates their effects on the fermentation profile and bioethanol yield in rice straw silage. Two microbial consortia (CF and PY) with high cellulolytic activity were isolated and observed to be prone to utilize natural carbon sources. Two consortia were introduced with and without combined lactic acid bacteria (CLAB) to rice straw for up to 60 days of ensiling, and their application notably decreased the levels of structural carbohydrates and pH values of rice straw silages. Treatments that combining microbial consortia and CLAB resulted in the highest levels of lactic acid, water soluble carbohydrates, mono- and disaccharides, and lignocellulose degradation, with PY + CLAB group yielding the highest bioethanol production. The microbial consortia identified herein exhibit great potential for degrading fibrous substrates, and their combination with CLAB provides a feasible way to efficiently use rice straw for bioethanol production.",Bioresource technology,2021,None,10.1016/j.biortech.2021.125507,1,"The article does not mention anything about synthetic communities or co-cultures, so it is difficult to say for certain. However, based on the fact that the article discusses the use of microorganisms to pretreat rice straw for bioethanol production, it is likely that the consortia mentioned are synthetic communities or co-cultures."
86,2803,29233009,Microbial consortia: a critical look at microalgae co-cultures for enhanced biomanufacturing.,"Monocultures have been the preferred production route in the bio-industry, where contamination has been a major bottleneck. In nature, microorganisms usually exist as part of organized communities and consortia, gaining benefits from co-habitation, keeping invaders at bay. There is increasing interest in the use of co-cultures to tackle contamination issues, and simultaneously increase productivity and product diversity. The feasibility of extending the natural phenomenon of co-habitation to the biomanufacturing industry in the form of co-cultures requires careful and systematic consideration of several aspects. This article will critically examine and review current work on microbial co-cultures, with the intent of examining the concept and proposing a design pipeline that can be developed in a biomanufacturing context.",Critical reviews in biotechnology,2018,None,10.1080/07388551.2017.1390728,1,This article concerns the potential use of co-cultures to increase productivity and product diversity in the bio-industry. The article does not specifically mention the use of synthetic communities or co-cultures.
87,2870,30055268,Sharpea and Kandleria are lactic acid producing rumen bacteria that do not change their fermentation products when co-cultured with a methanogen.,"Sharpea and Kandleria are associated with rumen samples from low-methane-emitting sheep. Four strains of each genus were studied in culture, and the genomes of nine strains were analysed, to understand the physiology of these bacteria. All eight cultures grew equally well with d-glucose, d-fructose, d-galactose, cellobiose, and sucrose supplementation. d-Lactate was the major end product, with small amounts of the mixed acid fermentation products formate, acetate and ethanol. Genes encoding the enzymes necessary for this fermentation pattern were found in the genomes of four strains of Sharpea and five of Kandleria. Strains of Sharpea produced traces of hydrogen gas in pure culture, but strains of Kandleria did not. This was consistent with finding that Sharpea, but not Kandleria, genomes contained genes coding for hydrogenases. It was speculated that, in co-culture with a methanogen, Sharpea and Kandleria might change their fermentation pattern from a predominately homolactic to a predominately mixed acid fermentation, which would result in a decrease in lactate production and an increase in formation of acetate and perhaps ethanol. However, Sharpea and Kandleria did not change their fermentation products when co-cultured with Methanobrevibacter olleyae, a methanogen that can use both hydrogen and formate, and lactate remained the major end product. The results of this study therefore support a hypothesis that explains the link between lower methane yields and larger populations of Sharpea and Kandleria in the rumens of sheep.",Anaerobe,2018,None,10.1016/j.anaerobe.2018.07.008,1,"The article does not specifically mention whether the Sharpea and Kandleria bacteria are being studied in a synthetic community or co-culture. However, the article does mention that the bacteria are being studied in culture, and that they are being co-cultured with a methanogen. Therefore, it is likely that the study is concerned with product production using a co-culture."
88,2976,27680538,Engineering of a microbial coculture of Escherichia coli strains for the biosynthesis of resveratrol.,"Resveratrol is a plant natural product with many health-protecting effects which makes it an attractive chemical both for academic studies and industrial purposes. However, the low quantities naturally produced by plants as well as the unsustainable procedures of extraction, purification and concentration have prompted many biotechnological approaches to produce this chemical in large quantities from renewable sources. None of these approaches have considered a microbial coculture strategy to produce this compound. The aim of this study was to prove the functionality of a microbial coculture for the biosynthesis of resveratrol.",Microbial cell factories,2016,5041211,10.1186/s12934-016-0562-z,1,The article does not mention anything about a synthetic community or co-culture specifically. It only mentions using microbes to produce resveratrol.
89,2985,27681917,Highly Variable Bacterial Communities Associated with the Octocoral Antillogorgia elisabethae.,"Antillogorgia elisabethae (synonymous with Pseudopterogorgia elisabethae) is a common branching octocoral in Caribbean reef ecosystems. A. elisabethae is a rich source of anti-inflammatory diterpenes, thus this octocoral has been the subject of numerous natural product investigations, yet relatively little is known regarding the composition, diversity and the geographic and temporal stability of its microbiome. To characterize the composition, diversity and stability of bacterial communities of Bahamian A. elisabethae populations, 17 A. elisabethae samples originating from five sites within The Bahamas were characterized by 16S rDNA pyrosequencing. A. elisabethae bacterial communities were less diverse and distinct from those of surrounding seawater samples. Analyses of α- and β-diversity revealed that A. elisabethae bacterial communities were highly variable between A. elisabethae samples from The Bahamas. This contrasts results obtained from a previous study of three specimens collected from Providencia Island, Colombia, which found A. elisabethae bacterial communities to be highly structured. Taxa belonging to the Rhodobacteriales, Rhizobiales, Flavobacteriales and Oceanospiralles were identified as potential members of the A. elisabethae core microbiome. ",Microorganisms,2016,5039583,10.3390/microorganisms4030023,1,"No, the scientific article does not concern product production using a synthetic community or co-culture."
90,2996,32645575,Co-culturing microalgae with endophytic bacteria increases nutrient removal efficiency for biogas purification.,"Endophytic bacteria were isolated from Chlorella vulgaris and co-cultured with its host microalgae to determine whether this symbiotic system is suitable for purifying biogas and biogas slurry. Results showed that endophytic bacteria S395-1 and S395-2 belonged to different genera. Both strains promoted microalgae growth while improving photosynthetic performance, carbonic anhydrase activity, nutrient removal efficiency, and CO<sub>2</sub> fixation. The optimal bacteria (S395-2)-to-microalgae ratio and co-culture duration were 10:1 and 7 days. Under this condition, the growth rate and carbonic anhydrase activity were 0.196 ± 0.06 d<sup>-1</sup> and 31.24 ± 0.28 EU/cell, respectively. The symbiotic system had removal efficiencies of 88.29 ± 5.03%, 88.31 ± 4.29%, 88.21 ± 4.51%, and 68.13 ± 1.69% for chemical oxygen demand, nitrogen, phosphorus, and CO<sub>2</sub>, respectively. These results will provide a framework for constructing a microalgal-bacterial consortium that can improve wastewater treatment and enhance biogas quality.",Bioresource technology,2020,None,10.1016/j.biortech.2020.123766,1,"The article does not explicitly state whether the microalgae-bacteria consortium is used for product production. However, the consortium is said to improve wastewater treatment and enhance biogas quality, which could be used in product production."
